created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Thu Oct 12 18:18:09 +0000 2023;1712533129238556749;"Pembunuhan sadis seorang pria di Kabupaten Pinrang, Sulawesi Selatan saat pesta miras, luka terbuka usus keluar akibat sabetan badik ! https://t.co/QaAzIwvGeI  #pembunuhan #pestamiras #pinrang  #sulawesiselatan #badik #NEWS";0;0;0;0;in;1686390279715348480;1712533129238556749;Andiukkipare;https://twitter.com/Andiukkipare/status/1712533129238556749
Tue Oct 10 13:28:49 +0000 2023;1711735540322803782;"Satu keluarga di Kabupaten Gowa, Sulawesi Selatan (Sulsel) inisial AB (60), FS (22) dan SU (40) tewas dibantai enam pria. Polisi menyebut pembunuhan ini dipicu motif cemburu yang berlatar perkara poliandri.  "Adapun motif, bahwa adalah cemburu," ujar Kasat Reskrim Polres Gowa AKP… https://t.co/7pTms1DMcG";6;68;44;751;in;1172167188800655360;1711735540322803782;kegblgnunfaedh;https://twitter.com/kegblgnunfaedh/status/1711735540322803782
Tue Oct 10 04:48:57 +0000 2023;1711604711294751063;"Satu keluarga di Kabupaten Gowa, Sulawesi Selatan (Sulsel) tewas dibantai oleh enam pria.   ara pelaku telah ditangkap dan motif pembunuhan ini dipicu cemburu karena poliandri. #gowa #keluarga #tewas #dibantai #sulsel #detiksulsel https://t.co/X54VDuF1WL";0;1;2;3;in;1476525140141752321;1711604711294751063;detiksulsel;https://twitter.com/detiksulsel/status/1711604711294751063
Sat Oct 07 05:25:00 +0000 2023;1710526617066557524;"Satu keluarga di Kabupaten Gowa, Sulawesi Selatan tewas. Pembunuhan sadis itu dipicu pernikahan siri istri pelaku utama dengan salah satu korban.  https://t.co/YHlwyoUwLE";0;0;1;1;in;69183155;1710526617066557524;detikcom;https://twitter.com/detikcom/status/1710526617066557524
Sat Oct 07 04:00:00 +0000 2023;1710505227944669639;"Kasus pembunuhan yang menewaskan tiga orang di Kabupaten Gowa, Sulawesi Selatan, dilatarbelakangi kecemburuan. Pasalnya istri salah satu pelaku menikah siri dengan korban sehingga merasa cemburu.  #Pembunuhan   https://t.co/e03WTVu4VL";0;0;0;0;in;902837643024539651;1710505227944669639;medcom_id;https://twitter.com/medcom_id/status/1710505227944669639
Sat Oct 07 03:15:00 +0000 2023;1710493901411279299;"Satu keluarga di Kabupaten Gowa, Sulawesi Selatan tewas dibantai enam pria. Para pelaku telah ditangkap dan motif pembunuhan ini dipicu cemburu karena poliandri.  https://t.co/4HMJx8UtjK";0;0;5;7;in;69183155;1710493901411279299;detikcom;https://twitter.com/detikcom/status/1710493901411279299
Fri Oct 06 03:01:26 +0000 2023;1710128102725292111;"Poliandri berujung pembunuhan terjadi di Dusun Pannunjuang, Bajeng Barat, Kabupaten Gowa, Sulawesi Selatan. Keluarga suami pertama bunuh suami kedua usai lakukan penyerangan yang menyebabkan 3 orang tewas. https://t.co/pU7ArSFaPc";0;1;0;0;in;1608725343850082305;1710128102725292111;baperanewscom;https://twitter.com/baperanewscom/status/1710128102725292111
Thu Sep 28 01:12:47 +0000 2023;1707201656247681133;"Hai teman-teman! Ini berita terbaru nih, ada kasus pembunuhan yang berhasil dipecahkan oleh tim Resmob Polda Sulawesi Selatan. Pelaku melakukan aksi keji ini karena mendapat laporan dari istrinya. Semoga pelaku segera ditangkap dan mendapatkan";0;0;0;0;in;1669950988667719681;1707201656247681133;yinaraa_;https://twitter.com/yinaraa_/status/1707201656247681133
Mon Sep 11 08:50:32 +0000 2023;1701156258982818241;"Kisah Keji Westerling   Pembantaian Westerling adalah sebutan untuk peristiwa pembunuhan ribuan rakyat sipil di Sulawesi Selatan yang dilakukan oleh pasukan Belanda Korps Speciale Troepen pimpinan Raymond Pierre Paul Westerling.  Peristiwa yang terjadi pada bulan Desember… https://t.co/RlDa64Q6IB";1;2;2;7;in;158007705;1701156258982818241;wdtu;https://twitter.com/wdtu/status/1701156258982818241
Fri Sep 01 14:53:48 +0000 2023;1697623798999331054;"VIRAL. MAKASSAR – Pelaku Pembunuhan Hamzah (38) yang menikam selingkuhan istrinya hingga tewas di Jl Nuri Kota Makassar, Sulawesi Selatan (Sulsel) ditangkap di rumahnya, Dusun Banggae, Kecamatan Manggarabombang, Takalar, sekitar pukul 08.00 Wita.  https://t.co/XiCO7wLQSQ";0;0;0;0;in;1640475115015266305;1697623798999331054;viralindonesiia;https://twitter.com/viralindonesiia/status/1697623798999331054
Mon Aug 28 06:18:27 +0000 2023;1696044552795361517;"Polisi menangkap seorang pekerja bangunan yang membunuh seorang dosen perempuan di Universitas Islam Negeri, Raden Mas Said Surakarta, Jawa Tengah. Sementara di Sulawesi Selatan. Tersangka pembunuhan dalam kasus poliandri berujung maut. https://t.co/ns6OyEQSsE https://t.co/mdjQ5heFuS";0;0;0;2;in;3306771829;1696044552795361517;CNNIDdaily;https://twitter.com/CNNIDdaily/status/1696044552795361517
Fri Aug 25 08:30:12 +0000 2023;1694990546316706004;"Jadi, pembunuhan ini berawal dr poliandri warga di Desa Pacing, Kabupaten Bone, Sulawesi Selatan.  Suami ketiga tsb, nekat membunuh suami kedua yg mungkin saja krn percemburuan.  Semoga, pelaku mendapatkan hukum yg setimpal… https://t.co/hEz1nucwUW";0;0;0;1;in;1630069111198994432;1694989710232608838;AbangRudy21;https://twitter.com/AbangRudy21/status/1694990546316706004
Fri Aug 25 05:41:24 +0000 2023;1694948066510655650;"Kasus pembunuhan yang melibatkan suami ketiga dan suami kedua di Bone, Sulawesi Selatan, terjadi pada Senin (21/8/2023).  Poliandri atau wanita yang menikahi lebih dari satu pria di Kabupaten Bone, Sulawesi Selatan, berujung maut.  Suami kedua tewas di tangan suami ketiga.… https://t.co/WEDZtxjF5T";0;0;0;2;in;172790109;1694948066510655650;SupirPete2;https://twitter.com/SupirPete2/status/1694948066510655650
Thu Aug 24 10:29:59 +0000 2023;1694658303081771204;"Telah terjadi pembunuhan antarsuami pelaku poliandri di Desa Paccing, Kecamatan Awangpone, Kabupaten Bone, Sulawesi Selatan pada Senin (21/8).  AS yang merupakan suami kedua SR dibunuh oleh SN (suami ketiga dari SR). https://t.co/gzcLUux0if";0;2;0;6;in;55507370;1694658303081771204;tvOneNews;https://twitter.com/tvOneNews/status/1694658303081771204
Tue Aug 22 09:59:56 +0000 2023;1693925965439901839;"7 Fakta Kasus Poliandri Berujung Pembunuhan Suami Kedua Oleh Suami Ketiga di Sulawesi Selatan  https://t.co/1GLWvrv3Yr";0;0;0;0;in;226039658;1693925965439901839;tribunjambiku;https://twitter.com/tribunjambiku/status/1693925965439901839
Tue Aug 22 05:37:25 +0000 2023;1693859900244570317;"Poliandri Berujung Pembunuhan Terjadi di Sulawesi Selatan, Suami ke-3 Bunuh Suami ke-2  https://t.co/krBwgqETak";0;0;0;0;in;226039658;1693859900244570317;tribunjambiku;https://twitter.com/tribunjambiku/status/1693859900244570317
Tue Aug 22 05:23:12 +0000 2023;1693856322834600431;"Poliandri Berujung Pembunuhan Terjadi di Sulawesi Selatan, Suami ke-3 Bunuh Suami ke-2  #Poliandri #pembunuhan #Bone #SulawesiSelatan   https://t.co/krBwgqETak via @tribunnews";0;0;0;0;in;226039658;1693856322834600431;tribunjambiku;https://twitter.com/tribunjambiku/status/1693856322834600431
Wed Jul 19 19:15:00 +0000 2023;1681744464165978114;"Pembunuhan memicu perkelahian dua kampung di Kecamatan Tompaso Baru, Kabupaten Minahasa Selatan (Minsel), Sulawesi Utara https://t.co/f7kYXa8M1K";0;0;0;0;in;944180887171743745;1681744464165978114;inewsdotid;https://twitter.com/inewsdotid/status/1681744464165978114
Mon Jun 05 14:01:37 +0000 2023;1665720532057358336;"Aparat kepolisian akhirnya menangkap pelaku pembunuhan bayi berinisial IN usia 20 tahun yang diketahui seorang mahasiswi pada salah satu universitas di Kota Makassar, Sulawesi Selatan.  https://t.co/aVOn6SzlEo";0;0;0;0;in;18071520;1665720532057358336;antaranews;https://twitter.com/antaranews/status/1665720532057358336
Mon May 15 03:53:00 +0000 2023;1657957223983906816;"Ini tampang Muh Jufri (33), pelaku pembunuhan sadis terhadap gadis asal Tana Toraja, Sulawesi Selatan (Sulsel) bernama Agnes Retni Anggraini (25). #Toraja #Morowali Via: @detik_sulsel  https://t.co/LtdSNkarJK";0;0;0;2;in;69183155;1657957223983906816;detikcom;https://twitter.com/detikcom/status/1657957223983906816
Tue May 09 05:30:15 +0000 2023;1655807370184851456;"Hanya karena musik, 2 pria di Kabupaten Gowa, Sulawesi Selatan, tega menghabisi nyawa tetangganya sendiri.  Korban bernama Herianro Dg Sewang (30). Sedangkan kedua pelaku pembunuhan yakni Sumarling Dg Sibali (39) dan Herianto Dg Narang (30).  https://t.co/QZO4PLWOld https://t.co/vqJE1TSMXA";0;0;0;1;in;41730943;1655807370184851456;VIVAcoid;https://twitter.com/VIVAcoid/status/1655807370184851456
Thu May 04 06:03:00 +0000 2023;1654003673494700035;"Sebanyak 20 simpatisan KKB Papua diduga jadi dalang pembunuhan di Yahukimo, Papua Pegunungan. Kedua korban merupakan warga Toraja, Sulawesi Selatan. https://t.co/ILoF5O9lc2";0;1;1;2;in;69183155;1654003673494700035;detikcom;https://twitter.com/detikcom/status/1654003673494700035
Wed Mar 29 04:57:03 +0000 2023;1640941113489100801;"Polisi Tangkap 8 Pelaku Pembunuhan Berencana di Sulawesi Selatan https://t.co/6yzdDvLcLi";0;0;0;0;in;55507370;1640941113489100801;tvOneNews;https://twitter.com/tvOneNews/status/1640941113489100801
Fri Mar 03 05:37:12 +0000 2023;1631529132910850048;"WNI/PMI-B yang dideportasi ini melakukan pelanggaran untuk beberapa kategori kasus, diantaranya seorang WNI berinisial AH, asal Sidrap, Sulawesi Selatan, terlibat kasus pembunuhan (tahun 2013) dengan ancaman hukuman mati, https://t.co/sAZNVfZoch";0;1;0;0;in;2444817997;1631529118612484096;kjrikuching;https://twitter.com/kjrikuching/status/1631529132910850048
Wed Feb 01 07:30:16 +0000 2023;1620685951499640833;"Ada indikasi paparan konten jual beli organ secara daring dalam kasus pembunuhan bocah di bawah umur di Makassar, Sulawesi Selatan. Pasar gelap penjualan organ tubuh manusia, dinilai tidak eksis di Indonesia. Ada skenario perdangan orang?  🔗https://t.co/GfjPRJfy5Y https://t.co/qmrcJFNnyR";0;0;1;0;in;2295403266;1620685951499640833;GatraMediaGroup;https://twitter.com/GatraMediaGroup/status/1620685951499640833
Wed Jan 18 04:12:05 +0000 2023;1615562645691863040;"Pembunuhan WNA asal China di Minahasa Tenggara dilakukan warga Sulawesi Selatan menggunakan eksavator yang ditindihkan ke dada korban. #publisherstory #manadobacirita https://t.co/xsQdKhr0gD";0;0;0;0;in;759692754985242625;1615562645691863040;kumparan;https://twitter.com/kumparan/status/1615562645691863040
Wed Jan 18 03:56:26 +0000 2023;1615558707777081344;"Aksi bengis pelaku pembunuhan terhadap bocah bernama Muhammad Fadli Sadewa (11) di Makassar, Sulawesi Selatan (Sulsel) terungkap dalam rekonstruksi. Via: @detik_sulsel https://t.co/iFP2AqSuHb";0;0;1;2;in;69183155;1615558707777081344;detikcom;https://twitter.com/detikcom/status/1615558707777081344
Tue Jan 17 16:25:03 +0000 2023;1615384715644801025;"Direktur Jenderal Informasi dan Komunikasi Publik Kominfo, Usman Kansong, mengatakan bahwa adanya kasus pembunuhan bocah di Makassar, Sulawesi Selatan, untuk diambil organ tubuh, Kominfo langsung bergerak cepat melakukan penelusuran di internet.  https://t.co/QTI7wlMFiX";0;0;0;0;in;68930552;1615384715644801025;mediaindonesia;https://twitter.com/mediaindonesia/status/1615384715644801025
Tue Jan 17 10:00:04 +0000 2023;1615287831269871622;"Penculikan dan Pembunuhan Anak di Makassar, Pelaku Pelajari Situs Jual Organ Manusia Sejak 3 SMP: Kasus penculikan dan pembunuhan Muhammad Fadli Sadewa (11) di Kota Makassar, Sulawesi Selatan, terungkap… https://t.co/Wn4dD5nvFh #Makassar #PenculikandanpembunuhananakdiMakassar";0;0;1;0;in;123757780;1615287831269871622;terkinidotid;https://twitter.com/terkinidotid/status/1615287831269871622
Mon Jan 16 20:45:30 +0000 2023;1615087872129859606;"Sebelumnya Kementerian Pemberdayaan Perempuan dan Perlindungan Anak telah melayangkan permintaan bantuan kepada Kementerian Komunikasi dan Informatika (Kominfo) buntut dari kasus pembunuhan anak 11 tahun di Makassar, Sulawesi Selatan.  #MedcomID   https://t.co/r8L6dmEESj";0;0;0;0;in;902837643024539651;1615087872129859606;medcom_id;https://twitter.com/medcom_id/status/1615087872129859606
Mon Jan 16 08:45:30 +0000 2023;1614906678075432962;"Sebelumnya Kementerian Pemberdayaan Perempuan dan Perlindungan Anak telah melayangkan permintaan bantuan kepada Kementerian Komunikasi dan Informatika (Kominfo) buntut dari kasus pembunuhan anak 11 tahun di Makassar, Sulawesi Selatan.  #MedcomID   https://t.co/r8L6dmEESj";0;0;0;0;in;902837643024539651;1614906678075432962;medcom_id;https://twitter.com/medcom_id/status/1614906678075432962
Sun Jan 15 04:05:02 +0000 2023;1614473708567166976;"Seorang  pelaku  pembunuhan yang mengincar organ tubuh  bocah di  Makassar, Sulawesi Selatan, MF (18) terancam hukuman mati.  Pasalnya, MF belakangan diketahui bukan anak-anak lagi, ia telah menginjak usia dewasa.  https://t.co/se1AOu8KYS";0;0;0;0;in;64635651;1614473708567166976;serambinews;https://twitter.com/serambinews/status/1614473708567166976
Sat Jan 14 06:43:39 +0000 2023;1614151238823837696;"Fakta baru terungkap dari dua tersangka pelaku penculikan dan pembunuhan anak di kota Makassar, Sulawesi Selatan. Salah satu tersangka diketahui bukan anak di bawah umur, melainkan sudah berusia 18 tahun. Kini tersangka MF terancam hukuman mati. #MetroSiang https://t.co/5DAjgvlr1m";0;0;0;7;in;57261519;1614151238823837696;Metro_TV;https://twitter.com/Metro_TV/status/1614151238823837696
Sat Jan 14 02:41:38 +0000 2023;1614090332668563456;"Kementerian Komunikasi dan Informatika (Kemenkominfo) telah memblokir sebanyak tujuh laman (website) yang terkait dengan jual beli organ tubuh. Penutupan situs web tersebut merupakan buntut dari kasus penculikan dan pembunuhan bocah berusia 11 tahun di Makassar, Sulawesi Selatan.";0;1;0;0;in;58880688;1614090161402572800;pikiran_rakyat;https://twitter.com/pikiran_rakyat/status/1614090332668563456
Fri Jan 13 08:06:35 +0000 2023;1613809722544783370;"Dua remaja ditahan Polrestabes Kota Makassar, Sulawesi Selatan karena melakukan pembunuhan dan hendak menjual organ tubuh korban. Saksikan #SpecialReportMetroTV "Tragedi Bunuh Anak, Tergiur Jual Organ" Jumat, 16 Januari 2023 pukul 21.30 WIB di #MetroTV https://t.co/0GswfZULDX";0;1;0;1;in;57261519;1613809722544783370;Metro_TV;https://twitter.com/Metro_TV/status/1613809722544783370
Fri Jan 13 06:30:30 +0000 2023;1613785541652189184;"Bareskrim Polri akan memberikan back up atau perbantuan terkait penyidikan kasus pembunuhan anak berusia 11 tahun oleh 2 remaja di Kabupaten Maros, Sulawesi Selatan.  #SmartNews @kompascom https://t.co/I7TVGqZnwL";0;0;0;0;in;177084452;1613785541652189184;RadioSmartFM;https://twitter.com/RadioSmartFM/status/1613785541652189184
Fri Jan 13 04:47:36 +0000 2023;1613759644278849537;"Kasus pembunuhan bocah oleh dua remaja dengan motif penjualan organ di Makassar, Sulawesi Selatan (Sulsel) menyita perhatian masyarakat. Polri memastikan mengusut tuntas kasus tersebut  #MedcomID   https://t.co/wavUzpYgvV";0;0;0;0;in;902837643024539651;1613759644278849537;medcom_id;https://twitter.com/medcom_id/status/1613759644278849537
Fri Jan 13 04:30:30 +0000 2023;1613755341749067776;"Usai kasus penculikan dan pembunuhan bocah berusia 11 tahun di Makassar, Sulawesi Selatan, polisi hingga kini belum menemukan kaitan kasus penculikan dan pembunuhan dengan jaringan perdagangan organ manusia. Polisi menyebut situs perdangan manusia tersebut fiktif. https://t.co/jXXRcsNZRw";0;0;0;6;in;71436318;1613755341749067776;KompasTV;https://twitter.com/KompasTV/status/1613755341749067776
Fri Jan 13 02:45:58 +0000 2023;1613729036135538688;"Polisi mengatakan dua remaja pelaku pembunuhan bocah di Makassar, Sulawesi Selatan (Sulsel), AR (17) dan AF (14) tidak mengalami gangguan kejiwaan. Hal tersebut berdasarkan hasil pemeriksaan BAP Psikolog Polda Sulsel.  https://t.co/cbrqP8JmgL";0;1;0;2;in;69183155;1613729036135538688;detikcom;https://twitter.com/detikcom/status/1613729036135538688
Thu Jan 12 15:11:37 +0000 2023;1613554295634558976;"KPAI meminta proses penegakan hukum dalam kasus pembunuhan di Kota Makassar, Sulawesi Selatan, dapat menghormati hak-hak anak. Sesuai Undang-Undang Nomor 11 Tahun 2012 tentang Sistem Peradilan Anak. @PlateJohnny  @kemkominfo  https://t.co/GYlFWpEiOJ";0;0;0;0;in;2393017423;1613554295634558976;sate_bekicot;https://twitter.com/sate_bekicot/status/1613554295634558976
Thu Jan 12 12:33:32 +0000 2023;1613514513126666243;"Heboh kasus penculikan disertai pembunuhan yang dilakukan dua orang remaja terhadap seorang anak yang terjadi di Makassar, Sulawesi Selatan (Sulsel) mendapatkan perhatian dari Komisi Perlindungan Anak Indonesia (KPAI). https://t.co/m10b4fqBas";0;0;0;2;in;1580411051061149696;1613514513126666243;welfareidonline;https://twitter.com/welfareidonline/status/1613514513126666243
Thu Jan 12 05:04:56 +0000 2023;1613401620515098625;"Polisi menangkap AR (17) dan AF (14), pelaku pembunuhan berencana terhadap Muh Fadli Sadewa (11) di Makassar, Sulawesi Selatan. https://t.co/qE6drdopx3";4;5;6;4;in;69183155;1613401620515098625;detikcom;https://twitter.com/detikcom/status/1613401620515098625
Thu Jan 12 04:04:33 +0000 2023;1613386424476397569;"Dua remaja tega menculik dan membunuh bocah di Makassar, Sulawesi Selatan, untuk menjual organ dalamnya. Pelaku mengaku ingin cepat kaya. #Penculikan #Pembunuhan #Makassar #OrangDalam  https://t.co/o3cfjiU2MD";0;0;0;0;in;1430542109044477958;1613386424476397569;chatnews_id;https://twitter.com/chatnews_id/status/1613386424476397569
Thu Jan 12 03:12:00 +0000 2023;1613373198661259264;"Penyidik Polrestabes Makassar mendatangkan tim psikolog dari Kepolisian Daerah Sulawesi Selatan (Polda Sulsel), untuk memeriksa kejiawaan dua pelajar yang terlibat kasus penculikan dan pembunuhan anak umur 11 tahun.  @IDNTimesSulsel   https://t.co/WBMKlw0hpY https://t.co/MQAFsf6WTv";0;0;0;1;in;388190238;1613373198661259264;IDNTimes;https://twitter.com/IDNTimes/status/1613373198661259264
Wed Jan 11 12:24:16 +0000 2023;1613149793789923328;"Korban pembunuhan untuk dijual organnya di Makassar, Sulawesi Selatan (Sulsel), Muh Fadli Sadewa (11) sempat diingatkan agar tidak mengikuti ajakan pelaku. Via: @detik_sulsel https://t.co/chxI7fJJtb";0;0;1;4;in;69183155;1613149793789923328;detikcom;https://twitter.com/detikcom/status/1613149793789923328
Wed Jan 11 10:37:41 +0000 2023;1613122972793073665;"Kasus pembunuhan anak di Sulawesi Selatan harus menjadi perhatian bersama. Pasalnya, orang tua dianjurkan untuk terlibat langsung dalam mengawasi dan mendidik anak.  Simak selengkapnya klik disini  ⬇️  https://t.co/C1j1A7uQgs  #orangtuaawasianak #pembunuhananakdimakassar #sekolah https://t.co/VpoNmXzwDG";0;0;0;0;in;1420970389362995206;1613122972793073665;biromuslim;https://twitter.com/biromuslim/status/1613122972793073665
Wed Jan 11 05:14:51 +0000 2023;1613041729636282368;"Rumah dan kios milik orang tua pelaku pembunuhan bocah berinisial MFS (11) di Jalan Batua Raya, Kecamatan Panakukkang, Kota Makassar, Sulawesi Selatan, dirusak warga. Warga melampiaskan amarahnya atas perbuatan pelaku yakni AD (17) dan MF (14) yang menghilangkan nyawa korban. https://t.co/eVTApzDL1j";0;0;0;0;in;1438830120911851520;1613041729636282368;Pulpendid;https://twitter.com/Pulpendid/status/1613041729636282368
Wed Jan 11 04:46:24 +0000 2023;1613034567937544193;"Polisi mengungkap fakta terbaru terkait kasus pembunuhan bocah 11 tahun dengan motif menjual organ di Makassar, Sulawesi Selatan. https://t.co/K7Pc8FMQct";1;1;0;8;in;69183155;1613034567937544193;detikcom;https://twitter.com/detikcom/status/1613034567937544193
Wed Jan 11 00:45:30 +0000 2023;1612973943392014337;"@PDI_Perjuangan M Fadil Sadewa (11) menjadi korban penculikan dan pembunuhan di Makassar, Sulawesi Selatan. Dua pelaku yang masih di bawah umur nekat melakukan tindak kejahatan itu karena ingin menjual organ tubuh korban.  https://t.co/GRSLjftvEz  #Nusantara #AdadiKompas";0;1;1;0;in;255866913;1612962622151720968;hariankompas;https://twitter.com/hariankompas/status/1612973943392014337
