created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Mon Jul 03 09:43:49 +0000 2023;1675802514841808899;"Polisi menangkap pelaku begal berinisial DK, yang mengambil handphone (HP) milik seorang remaja usai pulang salat subuh di Kabupaten Gowa, Sulawesi Selatan (Sulsel).  Pelaku dibekuk saat tengah berada di rumahnya di kawasan Kota Makassar. #begal #Gowa #Makassar #Sulsel #detikcom https://t.co/ne45c5YGfV";0;0;1;3;in;1476525140141752321;1675802514841808899;detiksulsel;https://twitter.com/detiksulsel/status/1675802514841808899
Fri May 12 03:00:07 +0000 2023;1656856754419019776;"Kapolrestabes Makassar menyebut bahwa pria yang ditembak oleh anggota Polsek Panakkukang di Kota Makassar, Sulawesi Selatan merupakan pelaku begal serta residivis dalam kasus pembakaran gereja di Makassar. https://t.co/ns6OyEQSsE https://t.co/8Ldlrx2yKE";0;0;0;1;in;3306771829;1656856754419019776;CNNIDdaily;https://twitter.com/CNNIDdaily/status/1656856754419019776
Wed Apr 05 04:49:52 +0000 2023;1643476019612094465;"Jokowi telah meresmikan pengoperasian jalur kereta api (KA) Makassar-Parepare lintas Maros-Barru di Sulawesi Selatan (Sulsel).  Moana Ria SW Billboard Amanda Windah Begal https://t.co/6mIUkSGdxE";0;1;5;2;in;1568442410757406720;1643476019612094465;mutiaraacahyaaa;https://twitter.com/mutiaraacahyaaa/status/1643476019612094465
Tue Mar 14 07:56:18 +0000 2023;1635550407060598784;"Pria bernama Mansur Daeng Seha (46) di Kabupaten Gowa, Sulawesi Selatan, tewas dikeroyok oleh 13 orang usai dituding lakukan begal payudara saat acara takziah. https://t.co/J0zyZ72rDT";0;0;0;1;in;69183155;1635550407060598784;detikcom;https://twitter.com/detikcom/status/1635550407060598784
Mon Nov 21 06:27:29 +0000 2022;1594578226026016773;"Flash sle huawei!!! 👉 https://t.co/4FjeYkdXI5  Izin Taq  siang senin sulawesi selatan lampung begal keras indonesia mahal #KominfoBlokirDenise https://t.co/ii36QOXZKU";0;0;0;0;in;1157017796875657217;1594578226026016773;shopeebtr;https://twitter.com/shopeebtr/status/1594578226026016773
Tue Sep 27 04:00:04 +0000 2022;1574609794639761408;"Dibegal di Jalan Raya Jeneponto, Seorang Perempuan Meninggal Dunia: Aksi begal kembali terjadi di Kabupaten Jeneponto, Sulawesi Selatan, Korbannyang bernama Rio Daeng Jintu (55) warga Dusun Kaloko,… https://t.co/ctkXUqFD9I #Jeneponto #Begal #BegaldiJeneponto #JalanRayaJeneponto";0;0;0;0;in;123757780;1574609794639761408;terkinidotid;https://twitter.com/terkinidotid/status/1574609794639761408
Thu Dec 23 00:37:54 +0000 2021;1473815092538089482;"Polsek Bontoala menangkap seorang pria bernama Rezki (19) yang merupakan pelaku begal payudara di Makassar, Sulawesi Selatan. https://t.co/aWRPifpOuw";1;0;0;3;in;69183155;1473815092538089482;detikcom;https://twitter.com/detikcom/status/1473815092538089482
Sat Sep 25 07:18:38 +0000 2021;1441663417752846336;"@ANDINURPATI3 membagikan paket sembako pada masyarakat kurang mampu, juga memberikan makanan tambahan bagi Ibu hamil di Kabupaten Sidrap, Sulawesi Selatan. https://t.co/zdsobuVvlf #AHYKetumPD Sikat Begal Demokrat";0;0;0;0;in;1371844991794941956;1441663417752846336;Relawan_AHY;https://twitter.com/Relawan_AHY/status/1441663417752846336
Fri Sep 24 09:38:59 +0000 2021;1441336351085891589;"Wakil Ketua Bappilu DPP Partai Demokrat, @ANDINURPATI3 membagikan paket sembako pada masyarakat kurang mampu, juga memberikan makanan tambahan bagi Ibu hamil di Kabupaten Sidrap, Sulawesi Selatan. https://t.co/uf6B2VOrej #AHYKetumPD Sikat Begal Demokrat";0;0;0;0;in;235510096;1441336351085891589;AndySebayang_;https://twitter.com/AndySebayang_/status/1441336351085891589
Fri Sep 24 09:38:25 +0000 2021;1441336210425671680;"Wakil Ketua  (Bappilu) Dewan Pimpinan Pusat (DPP) Partai Demokrat, @ANDINURPATI3 membagikan paket sembako pada masyarakat kurang mampu, juga memberikan makanan tambahan bagi Ibu hamil di Kabupaten Sidrap, Sulawesi Selatan. https://t.co/uf6B2VOrej #AHYKetumPD Sikat Begal Demokrat";0;0;0;0;in;235510096;1441336210425671680;AndySebayang_;https://twitter.com/AndySebayang_/status/1441336210425671680
Fri Sep 24 09:33:35 +0000 2021;1441334991909113859;"Dewan Pimpinan Pusat (DPP) Partai Demokrat, @ANDINURPATI3 membagikan paket sembako pada masyarakat kurang mampu, juga memberikan makanan tambahan bagi Ibu hamil di Kabupaten Sidrap, Sulawesi Selatan. https://t.co/HWpwLlSUzu #AHYKetumPD Sikat Begal Demokrat";0;0;0;0;in;763298339974582273;1441334991909113859;Banjarnegara_PD;https://twitter.com/Banjarnegara_PD/status/1441334991909113859
Fri Sep 24 08:37:56 +0000 2021;1441320989044867085;"Wakil Ketua Bappilu Dewan Pimpinan Pusat (DPP) Partai Demokrat, @ANDINURPATI3 membagikan paket sembako pada masyarakat kurang mampu, juga memberikan makanan tambahan bagi Ibu hamil di Kabupaten Sidrap, Sulawesi Selatan. https://t.co/3grxRx23GL #AHYKetumPD Sikat Begal Demokrat";0;0;0;0;in;1371824078001115139;1441320989044867085;angetmendoane;https://twitter.com/angetmendoane/status/1441320989044867085
Fri Sep 24 07:20:30 +0000 2021;1441301499724787714;"Wakil Ketua Badan Pemenangan Pemilu (Bappilu) DPP Partai Demokrat, @ANDINURPATI3 membagikan paket sembako pada masyarakat kurang mampu, juga memberikan makanan tambahan bagi Ibu hamil di Kabupaten Sidrap, Sulawesi Selatan. https://t.co/XLIBPWs0BA #AHYKetumPD Sikat Begal Demokrat";0;0;0;0;in;342730325;1441301499724787714;alimuhsuharli;https://twitter.com/alimuhsuharli/status/1441301499724787714
Fri Sep 24 07:09:54 +0000 2021;1441298832894038016;"Wakil Ketua Badan Pemenangan Pemilu (Bappilu)  (DPP) PDemokrat, @ANDINURPATI3 membagikan paket sembako pada masyarakat kurang mampu, juga memberikan makanan tambahan bgi Ibu hamil di Kabupaten Sidrap, Sulawesi Selatan. https://t.co/v2DgeEyR9S #AHYKetumPD Sikat Begal Demokrat";0;0;0;0;in;1000348268893622272;1441298832894038016;siraitajibata_;https://twitter.com/siraitajibata_/status/1441298832894038016
Fri Sep 24 06:57:31 +0000 2021;1441295718669438978;"Wakil Ketua Badan Pemenangan Pemilu (Bappilu) DPP Partai Demokrat, @ANDINURPATI3 membagikan paket sembako pd masyarakat kurng mampu, jg memberikan makanan tambahan bagi Ibu hamil di Kabupaten Sidrap, Sulawesi Selatan. https://t.co/1wEXZHvI3a #AHYKetumPD Sikat Begal Demokrat";0;0;0;0;in;1021382657748291588;1441295718669438978;cakraahykaltim;https://twitter.com/cakraahykaltim/status/1441295718669438978
Fri Sep 24 06:32:29 +0000 2021;1441289415649685505;"Wakil Ketua Badan Pemenangan Pemilu (Bappilu) DPP) Partai Demokrat, @ANDINURPATI3 membagikan paket sembako pada masyarakat kurang mampu, dan makanan tambahan bagi Ibu hamil di Kabupaten Sidrap, Sulawesi Selatan. https://t.co/zpfpZaNWLP #AHYKetumPD Sikat Begal Demokrat";0;0;0;0;in;1295740771694342151;1441289415649685505;PDemokrat_NTT;https://twitter.com/PDemokrat_NTT/status/1441289415649685505
Fri Sep 24 06:30:54 +0000 2021;1441289017727741962;"Wakil Ketua Badan Pemenangan Pemilu  Dewan Pimpinan Pusat (DPP) Partai Demokrat, @ANDINURPATI3 membagikan sembako ke masyarakat kurang mampu, memberikan makanan tambahan bagi Ibu hamil di Kabupaten Sidrap, Sulawesi Selatan. https://t.co/xr5n1H4Ub1 #AHYKetumPD Sikat Begal Demokrat";0;0;0;0;in;1257926866880483328;1441289017727741962;demokratkebumen;https://twitter.com/demokratkebumen/status/1441289017727741962
Fri Sep 24 06:25:41 +0000 2021;1441287706185646081;"Wakil Ketua Badan Pemenangan Pemilu (Bappilu) Dewan Pimpinan Pusat (DPP) Partai Demokrat, @ANDINURPATI3 membagikan paket sembako, juga memberikan makanan tambahan bagi Ibu hamil di Kabupaten Sidrap, Sulawesi Selatan. https://t.co/eCgdof5eWv #AHYKetumPD Sikat Begal Demokrat";0;0;0;0;in;1422739125535313922;1441287706185646081;bakomstrasulsel;https://twitter.com/bakomstrasulsel/status/1441287706185646081
Fri Sep 24 06:25:32 +0000 2021;1441287668529197060;"Wakil Ketua Badan Pemenangan Pemilu (Bappilu) DPP Partai Demokrat, @ANDINURPATI3 membagikan paket sembako pada masyarakat kurang mampu, jg memberikan makanan tambahan bagi Ibu hamil di Kabupaten Sidrap, Sulawesi Selatan. https://t.co/KzXzHoh8eC #AHYKetumPD Sikat Begal Demokrat";0;0;0;0;in;957074835888259072;1441287668529197060;yuyunhasanah02;https://twitter.com/yuyunhasanah02/status/1441287668529197060
Fri Sep 24 06:24:57 +0000 2021;1441287522374406146;"(Bappilu) Dewan Pimpinan Pusat (DPP) Partai Demokrat, @ANDINURPATI3 membagikan paket sembako pada masyarakat kurang mampu, juga memberikan makanan tambahan bagi Ibu hamil di Kabupaten Sidrap, Sulawesi Selatan. https://t.co/HWpwLlSUzu #AHYKetumPD Sikat Begal Demokrat";0;0;0;0;in;763298339974582273;1441287522374406146;Banjarnegara_PD;https://twitter.com/Banjarnegara_PD/status/1441287522374406146
Fri Sep 24 06:20:52 +0000 2021;1441286491456491527;"Wakil Ketua (Bappilu) Dewan Pimpinan Pusat (DPP) Partai Demokrat, @ANDINURPATI3 membagikan paket sembako pada masyarakat kurang mampu, juga memberikan makanan tambahan bagi Ibu hamil di Kabupaten Sidrap, Sulawesi Selatan. https://t.co/tXBizjnBmW #AHYKetumPD Sikat Begal Demokrat";0;0;0;0;in;1279774989021896706;1441286491456491527;Bakomstradaban1;https://twitter.com/Bakomstradaban1/status/1441286491456491527
Fri Sep 24 06:20:50 +0000 2021;1441286483831181317;"Wakil (Bappilu) Dewan Pimpinan Pusat (DPP) Partai Demokrat, @ANDINURPATI3 membagikan paket sembako pada masyarakat kurang mampu, juga memberikan makanan tambahan bagi Ibu hamil di Kabupaten Sidrap, Sulawesi Selatan. https://t.co/RVxmSRw1kE #AHYKetumPD Sikat Begal Demokrat";0;0;0;0;in;1257895567033643010;1441286483831181317;pdemokratjateng;https://twitter.com/pdemokratjateng/status/1441286483831181317
Fri Sep 24 06:17:14 +0000 2021;1441285577039441928;"Wakil Ketua Badan Pemenangan Pemilu (Bappilu) Dewan Pimpinan Pusat (DPP) Partai Demokrat, @ANDINURPATI3 juga memberikan makanan tambahan bagi Ibu hamil di Kabupaten Sidrap, Sulawesi Selatan. https://t.co/XGCB0X7r2D #AHYKetumPD Sikat Begal Demokrat";0;0;0;0;in;1356436363906752513;1441285577039441928;pdemokratbanten;https://twitter.com/pdemokratbanten/status/1441285577039441928
Fri Sep 24 06:12:52 +0000 2021;1441284479817969670;"Wakil Ketua Badan Pemenangan Pemilu (Bappilu) DPP Partai Demokrat, @ANDINURPATI3 membagikan paket sembako pada masyarakat kurang mampu, juga memberikan makanan tambahan bagi Ibu hamil di Kabupaten Sidrap, Sulawesi Selatan. https://t.co/hw8BLlcZoS #AHYKetumPD Sikat Begal Demokrat";0;0;0;0;in;262732243;1441284479817969670;Tinoheidel;https://twitter.com/Tinoheidel/status/1441284479817969670
Tue Mar 09 00:30:09 +0000 2021;1369083046696284169;"Polisi akhirnya menangkap pelaku begal terhadap pengemudi ojek online perempuan pada April 2020 lalu di Kota Makassar, Sulawesi Selatan.https://t.co/9NzwikdqLH";0;0;0;0;in;758580609706975234;1369083046696284169;linetoday;https://twitter.com/linetoday/status/1369083046696284169
